Asia/Kuala_Lumpur,Open,High,Low,Close,Volume
21.10.2024 00:00:00 UTC+08:00,149.603,150.884,149.086,150.62,348519.99
22.10.2024 00:00:00 UTC+08:00,150.62,151.194,150.494,151.153,312008.09
23.10.2024 00:00:00 UTC+08:00,151.152,153.185,151.135,152.769,478669.6
24.10.2024 00:00:00 UTC+08:00,152.767,152.792,151.552,151.789,512743.07
25.10.2024 00:00:00 UTC+08:00,151.792,152.378,151.452,152.244,405093.79
27.10.2024 00:00:00 UTC+08:00,153.176,153.221,152.652,152.955,32469.14
28.10.2024 00:00:00 UTC+08:00,152.955,153.879,152.407,153.142,400051.34
29.10.2024 00:00:00 UTC+08:00,153.141,153.865,152.754,153.262,403846.92
30.10.2024 00:00:00 UTC+08:00,153.263,153.49,152.778,153.239,440512.81
31.10.2024 00:00:00 UTC+08:00,153.238,153.611,151.788,151.979,507652.92
01.11.2024 00:00:00 UTC+08:00,151.979,153.093,151.789,152.946,442008.28
03.11.2024 00:00:00 UTC+08:00,152.26,152.551,152.181,152.288,16368.26
04.11.2024 00:00:00 UTC+08:00,152.288,152.29,151.531,152.276,490913.81
05.11.2024 00:00:00 UTC+08:00,152.276,152.543,151.334,151.44,527002.32
06.11.2024 00:00:00 UTC+08:00,151.439,154.697,151.283,154.31,1188839.97
07.11.2024 00:00:00 UTC+08:00,154.307,154.708,152.689,153.172,750707.1
08.11.2024 00:00:00 UTC+08:00,153.173,153.366,152.139,152.608,657322.83
10.11.2024 00:00:00 UTC+08:00,152.631,152.946,152.602,152.907,10138.57
11.11.2024 00:00:00 UTC+08:00,152.91,153.952,152.87,153.521,460709.84
12.11.2024 00:00:00 UTC+08:00,153.52,154.923,153.403,154.656,583092.62
13.11.2024 00:00:00 UTC+08:00,154.656,155.622,154.338,155.416,683578.9
14.11.2024 00:00:00 UTC+08:00,155.416,156.535,155.404,156.481,627589.24
15.11.2024 00:00:00 UTC+08:00,156.48,156.746,153.858,154.248,711080.08
17.11.2024 00:00:00 UTC+08:00,154.349,154.746,154.222,154.64,16036.95
18.11.2024 00:00:00 UTC+08:00,154.639,155.356,153.838,154.613,710853.63
19.11.2024 00:00:00 UTC+08:00,154.614,154.797,153.279,154.718,759306.14
20.11.2024 00:00:00 UTC+08:00,154.72,155.886,154.584,155.272,574095.39
21.11.2024 00:00:00 UTC+08:00,155.271,155.299,153.905,154.154,791208.86
22.11.2024 00:00:00 UTC+08:00,154.155,155.022,153.963,154.73,716900.94
24.11.2024 00:00:00 UTC+08:00,154.117,154.389,154.052,154.147,18687.86
25.11.2024 00:00:00 UTC+08:00,154.148,154.722,153.548,154.38,762569.37
26.11.2024 00:00:00 UTC+08:00,154.38,154.413,152.93,152.931,749971.14
27.11.2024 00:00:00 UTC+08:00,152.93,153.032,150.453,151.337,772954.98
28.11.2024 00:00:00 UTC+08:00,151.338,151.948,150.983,151.185,411990.09
29.11.2024 00:00:00 UTC+08:00,151.182,151.206,149.464,149.724,743602.82
01.12.2024 00:00:00 UTC+08:00,149.514,150.066,149.486,149.865,25430.81
02.12.2024 00:00:00 UTC+08:00,149.865,150.747,149.077,149.515,761265.24
03.12.2024 00:00:00 UTC+08:00,149.516,150.234,148.646,149.613,676074.75
04.12.2024 00:00:00 UTC+08:00,149.613,151.228,149.52,150.547,605435.41
05.12.2024 00:00:00 UTC+08:00,150.547,150.695,149.654,150.118,657494.38
06.12.2024 00:00:00 UTC+08:00,150.121,150.698,149.36,149.989,584797.17
08.12.2024 00:00:00 UTC+08:00,149.864,150.072,149.84,149.89,10576.36
09.12.2024 00:00:00 UTC+08:00,149.89,151.43,149.689,151.387,489092.56
10.12.2024 00:00:00 UTC+08:00,151.387,152.18,150.894,151.838,529364.55
11.12.2024 00:00:00 UTC+08:00,151.839,152.856,151.004,152.254,575244.2
12.12.2024 00:00:00 UTC+08:00,152.109,152.771,151.798,152.589,592604.73
13.12.2024 00:00:00 UTC+08:00,152.595,153.798,152.553,153.683,456197.26
15.12.2024 00:00:00 UTC+08:00,153.573,153.697,153.431,153.452,11408.95
16.12.2024 00:00:00 UTC+08:00,153.454,154.476,153.322,154.094,414697.79
17.12.2024 00:00:00 UTC+08:00,154.091,154.342,153.159,153.568,511415.4
18.12.2024 00:00:00 UTC+08:00,153.569,154.864,153.332,154.665,543939.55
19.12.2024 00:00:00 UTC+08:00,154.663,157.804,154.463,157.647,735799.74
20.12.2024 00:00:00 UTC+08:00,157.647,157.924,155.951,156.407,730388.17
22.12.2024 00:00:00 UTC+08:00,156.249,156.563,156.238,156.563,14257.49
23.12.2024 00:00:00 UTC+08:00,156.563,157.266,156.337,157.181,456659.3
24.12.2024 00:00:00 UTC+08:00,157.181,157.393,156.887,157.056,301195.66
25.12.2024 00:00:00 UTC+08:00,157.056,157.346,156.929,157.121,17545.32
26.12.2024 00:00:00 UTC+08:00,157.121,158.083,157.069,157.764,357384.7
27.12.2024 00:00:00 UTC+08:00,157.763,157.948,157.35,157.764,376711
29.12.2024 00:00:00 UTC+08:00,157.679,157.898,157.652,157.898,8027.63
30.12.2024 00:00:00 UTC+08:00,157.897,158.071,156.669,157.003,418952.88
31.12.2024 00:00:00 UTC+08:00,157.005,157.546,156.02,157.184,502446.14
